null_name,alt_type,level,left_statistic,right_statistic,estimate,mc_se,num_pairs,n,n_eval_source,n_solve,base_seed
uniform_ball,mixture_contamination,0.2,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,scale,1.025,potential,w2,-0.114,0.014779881250522924,500,1000,5000,5000,2026
uniform_ball,scale,1.025,potential,mmd,-0.038,0.00901523982477429,500,1000,5000,5000,2026
uniform_ball,scale,1.025,w2,mmd,0.076,0.012836571002811478,500,1000,5000,5000,2026
uniform_ball,scale,1.05,potential,w2,-0.714,0.02022934632917761,500,1000,5000,5000,2026
uniform_ball,scale,1.05,potential,mmd,-0.584,0.022064943313928855,500,1000,5000,5000,2026
uniform_ball,scale,1.05,w2,mmd,0.13,0.017285762788791844,500,1000,5000,5000,2026
uniform_ball,scale,1.075,potential,w2,-0.83,0.016815633531393464,500,1000,5000,5000,2026
uniform_ball,scale,1.075,potential,mmd,-0.826,0.016971271257516105,500,1000,5000,5000,2026
uniform_ball,scale,1.075,w2,mmd,0.004,0.002825591608118863,500,1000,5000,5000,2026
uniform_ball,scale,1.1,potential,w2,-0.692,0.020667032987466052,500,1000,5000,5000,2026
uniform_ball,scale,1.1,potential,mmd,-0.692,0.020667032987466052,500,1000,5000,5000,2026
uniform_ball,scale,1.1,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,scale,1.15,potential,w2,-0.084,0.012417584015643749,500,1000,5000,5000,2026
uniform_ball,scale,1.15,potential,mmd,-0.084,0.012417584015643749,500,1000,5000,5000,2026
uniform_ball,scale,1.15,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,scale,1.2,potential,w2,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,scale,1.2,potential,mmd,0.0,0.0,500,1000,5000,5000,2026
uniform_ball,scale,1.2,w2,mmd,0.0,0.0,500,1000,5000,5000,2026
